Place of interest,Type of place,Place address,Distance from parking in mts,BiciPARK station,BiciPARK address,Spots available
Intercambiador de transporte. Chamartín,Instalaciones accesibles NO municipales,Calle Agustin De Foxa 40,2392.78,Bicipark Orense,"Avenida General Perón, 27",9
Museo de Historia de la Comunidad Judía de Madrid,Instalaciones accesibles NO municipales,Calle Balmes 3,2394.49,Bicipark Salamanca,Pl. del Marqués de Salamanca,1
Sede QuedaT.com Arganzuela,Instalaciones accesibles NO municipales,Calle Juana Doña 7,2400.15,Bicipark Montalban,"Calle de Montalbán, 5",15
Administración Ciudad Lineal. AEAT,Instalaciones accesibles NO municipales,Calle Uruguay 16,2401.54,Bicipark Orense,"Avenida General Perón, 27",9
Oficina de Empleo Argüelles,Instalaciones accesibles NO municipales,Calle Evaristo San Miguel 8,2401.97,Bicipark Villa de Paris,"Calle de Orellana, 23, 21",8
Instituto de Educación Secundaria (IES) San Mateo,Instalaciones accesibles NO municipales,Calle Beneficencia 4,2403.34,Bicipark Salamanca,Pl. del Marqués de Salamanca,1
Biblioteca del Senado,Instalaciones accesibles NO municipales,Calle Bailen 3,2407.81,Bicipark Almagro,"Calle Almagro, 11",12
Sala de Arte Joven,Instalaciones accesibles NO municipales,Avenida America 13,2408.19,Bicipark Villa de Paris,"Calle de Orellana, 23, 21",8
Colegio Mayor Loyola,Instalaciones accesibles NO municipales,Paseo Juan Xxiii 17,2420.12,Bicipark Orense,"Avenida General Perón, 27",9
Oficina de Tramitación del DNI y Pasaporte Doce de Octubre,Instalaciones accesibles NO municipales,Calle Doce De Octubre 7,2420.63,Bicipark Almagro,"Calle Almagro, 11",12
Museo Nacional Centro de Arte Reina Sofía (MNCARS),Instalaciones accesibles NO municipales,Calle Santa Isabel 52,2420.89,Bicipark Almagro,"Calle Almagro, 11",12
Auditorio Nacional de Música,Instalaciones accesibles NO municipales,Calle Principe De Vergara 146,2422.43,Bicipark Almagro,"Calle Almagro, 11",12
WiZink Center,Instalaciones accesibles NO municipales,Calle Jorge Juan 99,2423.17,Bicipark Villa de Paris,"Calle de Orellana, 23, 21",8
Colegio Público Nuestra Señora de la Paloma,Instalaciones accesibles NO municipales,Calle Tabernillas 2,2428.4,Bicipark Montalban,"Calle de Montalbán, 5",15
Oficina de Correos. Sucursal 02. Calle Luis Vives,Instalaciones accesibles NO municipales,Calle Luis Vives 12,2430.16,Bicipark Almagro,"Calle Almagro, 11",12
Biblioteca del Centro de Estudios Políticos y Constitucionales,Instalaciones accesibles NO municipales,Plaza Marina Española 9,2432.56,Bicipark Montalban,"Calle de Montalbán, 5",15
Biblioteca del Centro de Estudios Políticos y Constitucionales,Instalaciones accesibles NO municipales,Plaza Marina Española 9,2436.87,Bicipark Almagro,"Calle Almagro, 11",12
Colegio Scuola Materna Italiana de Madrid,Instalaciones accesibles NO municipales,Calle Agustin De Betancourt 1,2437.69,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Consorcio Regional de Transportes Públicos Regulares de Madrid,Instalaciones accesibles NO municipales,Plaza Descubridor Diego De Ordas 3 Planta Baja,2439.99,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Panteón de España,Instalaciones accesibles NO municipales,Calle Julian Gayarre 3,2443.65,Bicipark Villa de Paris,"Calle de Orellana, 23, 21",8
Oficina de Correos. Sucursal 46. Calle Guzmán el Bueno,Instalaciones accesibles NO municipales,Calle Guzman El Bueno 86,2447.41,Bicipark Almagro,"Calle Almagro, 11",12
WiZink Center,Instalaciones accesibles NO municipales,Calle Jorge Juan 99,2448.45,Bicipark Almagro,"Calle Almagro, 11",12
Museo de la Catedral de la Almudena,Instalaciones accesibles NO municipales,Calle Bailen 10,2448.84,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Centro de día Argüelles,Instalaciones accesibles NO municipales,Calle Andres Mellado 31,2449.34,Bicipark Almagro,"Calle Almagro, 11",12
Mercado de San Miguel,Instalaciones accesibles NO municipales,Plaza San Miguel,2453.84,Bicipark Almagro,"Calle Almagro, 11",12
Biblioteca del Tribunal de Cuentas,Instalaciones accesibles NO municipales,Calle Jose Ortega Y Gasset 100,2455.62,Bicipark Almagro,"Calle Almagro, 11",12
Palacio Real de Madrid,Instalaciones accesibles NO municipales,Calle Bailen,2456.13,Bicipark Almagro,"Calle Almagro, 11",12
Biblioteca del Senado,Instalaciones accesibles NO municipales,Calle Bailen 3,2456.14,Bicipark Montalban,"Calle de Montalbán, 5",15
Palacio Real de Madrid,Instalaciones accesibles NO municipales,Calle Bailen,2461.61,Bicipark Montalban,"Calle de Montalbán, 5",15
Museo Casa de la Moneda,Instalaciones accesibles NO municipales,Calle Doctor Esquerdo 36,2465.0,Bicipark Montalban,"Calle de Montalbán, 5",15
Sede QuedaT.com Centro,Instalaciones accesibles NO municipales,Calle Juanelo 2,2476.17,Bicipark Almagro,"Calle Almagro, 11",12
Oficina de Correos. Sucursal 09. Calle Mártires Concepcionistas,Instalaciones accesibles NO municipales,Calle Martires Concepcionistas 21,2477.07,Bicipark Almagro,"Calle Almagro, 11",12
Comunidad de Madrid. Oficina de atención al ciudadano y oficina general de asistencia en materia de registro,Instalaciones accesibles NO municipales,Calle Gran Via 3,2477.3,Bicipark Salamanca,Pl. del Marqués de Salamanca,1
Teatros del Canal,Instalaciones accesibles NO municipales,Calle Cea Bermudez 1,2478.86,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Capilla de San Isidro,Instalaciones accesibles NO municipales,Calle Aguila 1,2479.06,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Colegio Público Fernando el Católico,Instalaciones accesibles NO municipales,Calle Fernando El Catolico 16,2480.16,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Casa de México,Instalaciones accesibles NO municipales,Calle Alberto Aguilera 20,2480.85,Bicipark Montalban,"Calle de Montalbán, 5",15
Museo Nacional de Ciencias Naturales,Instalaciones accesibles NO municipales,Calle Jose Gutierrez Abascal 2,2481.02,Bicipark Montalban,"Calle de Montalbán, 5",15
Oficina de Correos. Sucursal 03. Calle Maudes,Instalaciones accesibles NO municipales,Calle Maudes 39,2481.34,Bicipark Villa de Paris,"Calle de Orellana, 23, 21",8
Ministerio de Sanidad. Oficina de información,Instalaciones accesibles NO municipales,Paseo Prado 18 Planta Baja (Esquina Con Calle Lope De Vega) - 20,2482.33,Bicipark Salamanca,Pl. del Marqués de Salamanca,1
Centro de Día Privado 'Sanivida Chamberí',Instalaciones accesibles NO municipales,Calle Palafox 17 Planta Bajo,2486.76,Bicipark Salamanca,Pl. del Marqués de Salamanca,1
Servicios centrales. Servicio Público de Empleo Estatal,Instalaciones accesibles NO municipales,Calle Victor De La Serna 43,2487.86,Bicipark Orense,"Avenida General Perón, 27",9
Estación ferroviaria Madrid - Chamartín - Clara Campoamor,Instalaciones accesibles NO municipales,Calle Agustin De Foxa,2489.47,Bicipark Orense,"Avenida General Perón, 27",9
Oficina de Correos. Sucursal 13. Avenida América,Instalaciones accesibles NO municipales,Avenida América 3,2492.22,Bicipark Orense,"Avenida General Perón, 27",9
Colegio Mayor Vedruna,Instalaciones accesibles NO municipales,Glorieta Presidente Garcia Moreno 2,2492.38,Bicipark Orense,"Avenida General Perón, 27",9
Museo de la Catedral de la Almudena,Instalaciones accesibles NO municipales,Calle Bailen 10,2493.21,Bicipark Villa de Paris,"Calle de Orellana, 23, 21",8
Colegio Público Luis Bello,Instalaciones accesibles NO municipales,Calle Luis Cabrera 66,2494.79,Bicipark Orense,"Avenida General Perón, 27",9
Centro de día Argüelles,Instalaciones accesibles NO municipales,Calle Andres Mellado 31,2496.06,Bicipark Villa de Paris,"Calle de Orellana, 23, 21",8
Centro de Día Privado 'DomusVi Maestranza',Instalaciones accesibles NO municipales,Calle Tellez 30 Planta Posterior - Local 16,2499.12,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Norte Joven Fuencarral,Instalaciones accesibles NO municipales,Calle Ribadavia 20,2505.45,Bicipark Orense,"Avenida General Perón, 27",9
Sala Alcalá 31,Instalaciones accesibles NO municipales,Calle Alcala 31,2508.28,Bicipark Salamanca,Pl. del Marqués de Salamanca,1
Congreso de los Diputados,Instalaciones accesibles NO municipales,Plaza Cortes 1,2511.86,Bicipark Salamanca,Pl. del Marqués de Salamanca,1
Palacio de Congresos de Madrid,Instalaciones accesibles NO municipales,Paseo Castellana 99,2515.5,Bicipark Almagro,"Calle Almagro, 11",12
Oficina de Empleo Argüelles,Instalaciones accesibles NO municipales,Calle Evaristo San Miguel 8,2516.29,Bicipark Almagro,"Calle Almagro, 11",12
Oficina de Correos. Sucursal 40. Calle Tellez,Instalaciones accesibles NO municipales,Calle Tellez 27,2520.01,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Oficina de Empleo Barrio del Pilar,Instalaciones accesibles NO municipales,Camino Ganapanes 33,2524.96,Bicipark Pitis,"Calle Pau Arroyo del Fresno, 181",7
Capilla de San Isidro,Instalaciones accesibles NO municipales,Calle Aguila 1,2526.46,Bicipark Montalban,"Calle de Montalbán, 5",15
Sala de Arte Joven,Instalaciones accesibles NO municipales,Avenida America 13,2528.84,Bicipark Orense,"Avenida General Perón, 27",9
Oficina de Correos. Sucursal 47. Calle Mar Caspio,Instalaciones accesibles NO municipales,Calle Mar Caspio 10,2534.0,Bicipark Fuente de la Mora,Estación de Fuente de la Mora,9
Biblioteca del Congreso de los Diputados,Instalaciones accesibles NO municipales,Calle Floridablanca 1,2534.81,Bicipark Salamanca,Pl. del Marqués de Salamanca,1
Centro de Día Privado 'Los Nogales Hortaleza',Instalaciones accesibles NO municipales,Calle Alcobendas 12,2535.5,Bicipark Fuente de la Mora,Estación de Fuente de la Mora,9
Oficina de Correos. Sucursal 36. Calle Orense,Instalaciones accesibles NO municipales,Calle Julias Besteiro  Esquina San Germán,2536.88,Bicipark Recuerdo,"Calle Hiedra, 26",13
Intercambiador de transporte. Avenida de América,Instalaciones accesibles NO municipales,Intercambiador Avenida De America,2537.65,Bicipark Orense,"Avenida General Perón, 27",9
Centro de Día Privado 'Sanivida Chamberí',Instalaciones accesibles NO municipales,Calle Palafox 17 Planta Bajo,2538.09,Bicipark Orense,"Avenida General Perón, 27",9
Museo Nacional de Antropología,Instalaciones accesibles NO municipales,Calle Alfonso Xii 68,2541.53,Bicipark Almagro,"Calle Almagro, 11",12
Oficina de Correos. Sucursal 46. Calle Guzmán el Bueno,Instalaciones accesibles NO municipales,Calle Guzman El Bueno 86,2548.77,Bicipark Orense,"Avenida General Perón, 27",9
Colegio Público Nuestra Señora de la Paloma,Instalaciones accesibles NO municipales,Calle Tabernillas 2,2550.66,Bicipark Villa de Paris,"Calle de Orellana, 23, 21",8
Biblioteca Pública Ruiz Egea (Chamberí),Instalaciones accesibles NO municipales,Calle Raimundo Fernandez Villaverde 6,2551.65,Bicipark Villa de Paris,"Calle de Orellana, 23, 21",8
Oficina de Correos. Sucursal 09. Calle Mártires Concepcionistas,Instalaciones accesibles NO municipales,Calle Martires Concepcionistas 21,2554.65,Bicipark Montalban,"Calle de Montalbán, 5",15
Biblioteca del Tribunal de Cuentas,Instalaciones accesibles NO municipales,Calle Jose Ortega Y Gasset 100,2556.29,Bicipark Montalban,"Calle de Montalbán, 5",15
Instituto de Educación Secundaria (IES) Isaac Newton,Instalaciones accesibles NO municipales,Calle Joaquin Lorenzo 2,2561.13,Bicipark Pitis,"Calle Pau Arroyo del Fresno, 181",7
Movistar Academy Magariños,Instalaciones accesibles NO municipales,Calle Serrano 129,2561.3,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Intercambiador de transporte. Aluche,Instalaciones accesibles NO municipales,Avenida Poblados 41,2563.38,Bicipark Aviación,Parking Aviación Española,10
Biblioteca Pública Pedro Salinas (Centro),Instalaciones accesibles NO municipales,Glorieta Puerta De Toledo 1,2564.35,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Estación ferroviaria Madrid - Chamartín - Clara Campoamor,Instalaciones accesibles NO municipales,Calle Agustin De Foxa,2565.09,Bicipark Fuente de la Mora,Estación de Fuente de la Mora,9
Museo de la Catedral de la Almudena,Instalaciones accesibles NO municipales,Calle Bailen 10,2568.79,Bicipark Montalban,"Calle de Montalbán, 5",15
Biblioteca Pública Pedro Salinas (Centro),Instalaciones accesibles NO municipales,Glorieta Puerta De Toledo 1,2572.91,Bicipark Montalban,"Calle de Montalbán, 5",15
Residencia para mayores y centro de día Peñuelas,Instalaciones accesibles NO municipales,Calle Arganda 11,2575.06,Bicipark Montalban,"Calle de Montalbán, 5",15
Colegio La Salle-La Paloma - Fundación Lara,Instalaciones accesibles NO municipales,Calle Paloma 21,2576.28,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Oficina de Tramitación del DNI y Pasaporte (Santa Engracia),Instalaciones accesibles NO municipales,Calle Santa Engracia 18,2578.85,Bicipark Orense,"Avenida General Perón, 27",9
Colegio Público de Educación Especial Francisco del Pozo,Instalaciones accesibles NO municipales,Callejon Domine 6,2580.47,Bicipark Recuerdo,"Calle Hiedra, 26",13
Colegio Público Legado Crespo,Instalaciones accesibles NO municipales,Paseo Acacias 2,2581.02,Bicipark Villa de Paris,"Calle de Orellana, 23, 21",8
Oficina de Correos. Sucursal 13. Avenida América,Instalaciones accesibles NO municipales,Avenida América 3,2581.57,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Oficina de Correos. Sucursal 05. Carrera de San Francisco,Instalaciones accesibles NO municipales,Carrera San Francisco 13,2581.86,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Biblioteca del Tribunal de Cuentas,Instalaciones accesibles NO municipales,Calle Jose Ortega Y Gasset 100,2582.29,Bicipark Villa de Paris,"Calle de Orellana, 23, 21",8
La Neomudéjar,Instalaciones accesibles NO municipales,Calle Antonio Nebrija  Sin Número,2582.62,Bicipark Villa de Paris,"Calle de Orellana, 23, 21",8
Palacio de Congresos de Madrid,Instalaciones accesibles NO municipales,Paseo Castellana 99,2585.94,Bicipark Recuerdo,"Calle Hiedra, 26",13
Museo Casa de la Moneda,Instalaciones accesibles NO municipales,Calle Doctor Esquerdo 36,2589.47,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Biblioteca del Tribunal de Cuentas,Instalaciones accesibles NO municipales,Calle Jose Ortega Y Gasset 100,2592.6,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Oficina de Correos. Sucursal 09. Calle Mártires Concepcionistas,Instalaciones accesibles NO municipales,Calle Martires Concepcionistas 21,2595.54,Bicipark Villa de Paris,"Calle de Orellana, 23, 21",8
Oficina de Correos. Sucursal 09. Calle Mártires Concepcionistas,Instalaciones accesibles NO municipales,Calle Martires Concepcionistas 21,2595.88,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Comisaría de Policía y Oficina de Tramitación DNI y Pasaporte (Ciudad Lineal),Instalaciones accesibles NO municipales,Travesia Virgen De La Roca 25 Posterior,2596.78,Bicipark Salamanca,Pl. del Marqués de Salamanca,1
Colegio La Salle-La Paloma - Fundación Lara,Instalaciones accesibles NO municipales,Calle Paloma 21,2601.48,Bicipark Montalban,"Calle de Montalbán, 5",15
Centro de Atención e Información de la Agencia de la Seguridad Social (CAISS) nº 13 Centro,Instalaciones accesibles NO municipales,Calle Cedaceros 11,2606.66,Bicipark Salamanca,Pl. del Marqués de Salamanca,1
Intercambiador de transporte. Avenida de América,Instalaciones accesibles NO municipales,Intercambiador Avenida De America,2608.32,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Cine Cinesa Proyecciones,Instalaciones accesibles NO municipales,Calle Fuencarral 136,2608.71,Bicipark Orense,"Avenida General Perón, 27",9
Centro de donación de sangre de Cruz Roja Fin de Semana,Instalaciones accesibles NO municipales,Calle Fuencarral 120,2610.62,Bicipark Salamanca,Pl. del Marqués de Salamanca,1
Biblioteca Pública Elena Fortún (Retiro),Instalaciones accesibles NO municipales,Calle Doctor Esquerdo 189,2613.9,Bicipark Montalban,"Calle de Montalbán, 5",15
Consorcio Regional de Transportes Públicos Regulares de Madrid,Instalaciones accesibles NO municipales,Plaza Descubridor Diego De Ordas 3 Planta Baja,2614.17,Bicipark Salamanca,Pl. del Marqués de Salamanca,1
Oficina de Correos. Sucursal 21. Calle Antonio Arias,Instalaciones accesibles NO municipales,Calle Antonio Arias 2,2614.59,Bicipark Villa de Paris,"Calle de Orellana, 23, 21",8
Colegio Mayor Alcor,Instalaciones accesibles NO municipales,Calle General Ampudia 7,2617.16,Bicipark Orense,"Avenida General Perón, 27",9
Colegio Público Luis Bello,Instalaciones accesibles NO municipales,Calle Luis Cabrera 66,2617.2,Bicipark Almagro,"Calle Almagro, 11",12
Colegio Mayor África,Instalaciones accesibles NO municipales,Calle Ramiro De Maeztu 2,2621.26,Bicipark Orense,"Avenida General Perón, 27",9
Palacio de Liria,Instalaciones accesibles NO municipales,Calle Princesa 20,2622.44,Bicipark Montalban,"Calle de Montalbán, 5",15
Oficina de Correos. Sucursal 10. Calle Alburquerque,Instalaciones accesibles NO municipales,Calle Alburquerque 2,2633.62,Bicipark Orense,"Avenida General Perón, 27",9
Oficina de Correos. Sucursal 10. Calle Alburquerque,Instalaciones accesibles NO municipales,Calle Alburquerque 2,2635.55,Bicipark Salamanca,Pl. del Marqués de Salamanca,1
Sede QuedaT.com Arganzuela,Instalaciones accesibles NO municipales,Calle Juana Doña 7,2636.91,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Oficina de Correos. Sucursal 20. Calle Alcalde López Casero,Instalaciones accesibles NO municipales,Calle Alcalde Lopez Casero 3,2638.72,Bicipark Salamanca,Pl. del Marqués de Salamanca,1
Oficina de Correos. Sucursal 05. Carrera de San Francisco,Instalaciones accesibles NO municipales,Carrera San Francisco 13,2642.91,Bicipark Montalban,"Calle de Montalbán, 5",15
Sede QuedaT.com Hortaleza,Instalaciones accesibles NO municipales,Calle Mar Amarillo 4,2643.4,Bicipark Fuente de la Mora,Estación de Fuente de la Mora,9
